number,name,status
518,Specifying Minimum Build System Requirements for Python Projects,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
517,A build-system independent format for source trees,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
516,Build system abstraction for pip/conda etc,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
514,Python registration in the Windows registry,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
515,Underscores in Numeric Literals,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
513,A Platform Tag for Portable Linux Built Distributions,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
508,Dependency specification for Python Software Packages,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
509,Add a private version to dict,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
512,Migrating from hg.python.org to GitHub,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
510,Specialize functions with guards,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
511,API for code transformers,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
507,Migrate CPython to Git and GitLab,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
504,Using the System RNG by default,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
505,None-aware operators,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
506,Adding A Secrets Module To The Standard Library,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
503,Simple Repository API,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
501,General purpose string interpolation,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
502,String Interpolation - Extended Discussion,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
500,A protocol for delegating datetime methods to their tzinfo implementations,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
499,,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
498,Literal String Interpolation,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
497,A standard mechanism for backward compatibility,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
496,Environment Markers,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
495,Local Time Disambiguation,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
494,Python 3.6 Release Schedule,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
492,Coroutines with async and await syntax,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
491,The Wheel Binary Package Format 1.9,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
493,HTTPS verification migration tools for Python 2.7,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
490,Chain exceptions at C level,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
489,Multi-phase extension module initialization,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
486,Make the Python Launcher aware of virtual environments,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
487,Simpler customisation of class creation,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
488,Elimination of PYO files,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
485,A Function for testing approximate equality,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
483,The Theory of Type Hints,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
484,Type Hints,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
482,Literature Overview for Type Hints,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
481,"Migrate CPython to Git, Github, and Phabricator","<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
480,Surviving a Compromise of PyPI: End-to-end signing of packages,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
479,Change StopIteration handling inside generators,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
478,Python 3.5 Release Schedule,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
477,Backport ensurepip (PEP 453) to Python 2.7,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
476,Enabling certificate verification by default for stdlib http clients,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
475,Retry system calls failing with EINTR,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
474,Creating forge.python.org,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
473,Adding structured data to built-in exceptions,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
472,Support for indexing with keyword arguments,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
469,Migration of dict iteration code to Python 3,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
468,Preserving the order of **kwargs in a function.,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
470,Removing External Hosting Support on PyPI,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
471,os.scandir() function – a better and faster directory iterator,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
467,Minor API improvements for binary sequences,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
465,A dedicated infix operator for matrix multiplication,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
464,Removal of the PyPI Mirror Authenticity API,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
466,Network Security Enhancements for Python 2.7.x,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
463,Exception-catching expressions,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
462,Core development workflow automation for CPython,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
460,Add binary interpolation and formatting,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
461,Adding % formatting to bytes and bytearray,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
459,Standard Metadata Extensions for Python Software Packages,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
457,Notation For Positional-Only Parameters,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
455,Adding a key-transforming dictionary to collections,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
456,Secure and interchangeable hash algorithm,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
458,Secure PyPI downloads with signed repository metadata,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
454,Add a new tracemalloc module to trace Python memory allocations,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
453,Explicit bootstrapping of pip in Python installations,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
450,Adding A Statistics Module To The Standard Library,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
451,A ModuleSpec Type for the Import System,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
452,API for Cryptographic Hash Functions v2.0,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
449,Removal of the PyPI Mirror Auto Discovery and Naming Scheme,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
448,Additional Unpacking Generalizations,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
447,Add __getdescriptor__ method to metaclass,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
446,Make newly created file descriptors non-inheritable,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
445,Add new APIs to customize Python memory allocators,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
443,Single-dispatch generic functions,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
442,Safe object finalization,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
444,Python Web3 Interface,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
439,Inclusion of implicit pip bootstrap in Python installation,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
438,Transitioning to release-file hosting on PyPI,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
437,"A DSL for specifying signatures, annotations and argument converters","<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
434,IDLE Enhancement Exception for All Branches,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
440,Version Identification and Dependency Specification,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
441,Improving Python ZIP Application Support,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
435,Adding an Enum type to the Python standard library,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
436,The Argument Clinic DSL,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
432,Restructuring the CPython startup sequence,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
433,Easier suppression of file descriptor inheritance,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
431,Time zone support improvements,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
429,Python 3.4 Release Schedule,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
430,Migrating to Python 3 as the default online documentation,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
426,Metadata for Python Software Packages 2.0,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
425,Compatibility Tags for Built Distributions,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
427,The Wheel Binary Package Format 1.0,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
428,The pathlib module – object-oriented filesystem paths,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
423,Naming conventions and recipes related to packaging,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
419,Protecting cleanup statements from interruptions,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
424,A method for exposing a length hint,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
422,Simpler customisation of class creation,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
421,Adding sys.implementation,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
417,Including mock in the Standard Library,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
418,"Add monotonic time, performance counter, and process time functions","<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
420,Implicit Namespace Packages,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
415,Implement context suppression with exception attributes,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
416,Add a frozendict builtin type,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
414,Explicit Unicode Literal for Python 3.3,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
412,Key-Sharing Dictionary,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
411,Provisional packages in the Python standard library,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
413,Faster evolution of the Python Standard Library,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
409,Suppressing exception context,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
410,Use decimal.Decimal type for timestamps,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
408,Standard library __preview__ package,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
405,Python Virtual Environments,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
406,Improved Encapsulation of Import State,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
407,New release cycle and introducing long-term support versions,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
404,Python 2.8 Un-release Schedule,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
403,General purpose decorator clause (aka “@in” clause),"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
400,Deprecate codecs.StreamReader and codecs.StreamWriter,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
401,BDFL Retirement,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
402,Simplified Package Layout and Partitioning,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
398,Python 3.3 Release Schedule,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
399,Pure Python/C Accelerator Module Compatibility Requirements,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
396,Module Version Numbers,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
397,Python launcher for Windows,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
394,The “python” Command on Unix-Like Systems,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
395,Qualified Names for Modules,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
393,Flexible String Representation,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
391,Dictionary-Based Configuration For Logging,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
392,Python 3.2 Release Schedule,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
389,argparse - New Command Line Parsing Module,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
390,Static metadata for Distutils,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
386,Changing the version comparison module in Distutils,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
387,Backwards Compatibility Policy,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
383,Non-decodable Bytes in System Character Interfaces,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
384,Defining a Stable ABI,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
382,Namespace Packages,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
381,Mirroring infrastructure for PyPI,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
385,Migrating from Subversion to Mercurial,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
379,Adding an Assignment Expression,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
380,Syntax for Delegating to a Subgenerator,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
377,Allow __enter__() methods to skip the statement body,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
378,Format Specifier for Thousands Separator,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
376,Database of Installed Python Distributions,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
374,Choosing a distributed VCS for the Python project,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
375,Python 3.1 Release Schedule,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
373,Python 2.7 Release Schedule,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
372,Adding an ordered dictionary to collections,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
371,Addition of the multiprocessing package to the standard library,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
370,Per user site-packages directory,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
369,Post import hooks,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
367,New Super,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
368,Standard image protocol and class,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
366,Main module explicit relative imports,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
365,Adding the pkg_resources module,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
364,Transitioning to the Py3K Standard Library,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
363,Syntax For Dynamic Attribute Access,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
360,Externally Maintained Packages,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
361,Python 2.6 and 3.0 Release Schedule,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
362,Function Signature Object,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
357,Allowing Any Object to be Used for Slicing,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
356,Python 2.5 Release Schedule,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
358,The “bytes” Object,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
359,The “make” Statement,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
355,Path - Object oriented filesystem paths,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
353,Using ssize_t as the index type,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
354,Enumerations in Python,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
350,Codetags,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
352,Required Superclass for Exceptions,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
349,Allow str() to return unicode strings,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
351,The freeze protocol,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
347,Migrating the Python CVS to Subversion,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
348,Exception Reorganization for Python 3.0,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
345,Metadata for Python Software Packages 1.2,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
346,User Defined (”,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
344,Exception Chaining and Embedded Tracebacks,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
343,The “with” Statement,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
341,Unifying try-except and try-finally,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
342,Coroutines via Enhanced Generators,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
339,Design of the CPython Compiler,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
340,Anonymous Block Statements,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
338,Executing modules as scripts,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
337,Logging Usage in the Standard Library,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
335,Overloadable Boolean Operators,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
336,Make None Callable,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
334,Simple Coroutines via SuspendIteration,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
333,Python Web Server Gateway Interface v1.0,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
332,Byte vectors and String/Unicode Unification,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
331,Locale-Independent Float/String Conversions,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
330,Python Bytecode Verification,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
328,Imports: Multi-Line and Absolute/Relative,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
329,Treating Builtins as Constants in the Standard Library,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
327,Decimal Data Type,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
326,A Case for Top and Bottom Values,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
325,Resource-Release Support for Generators,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
324,subprocess - New process module,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
323,Copyable Iterators,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
322,Reverse Iteration,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
321,Date/Time Parsing and Formatting,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
319,Python Synchronize/Asynchronize Block,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
317,Eliminate Implicit Exception Instantiation,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
318,Decorators for Functions and Methods,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
320,Python 2.4 Release Schedule,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
316,Programming by Contract for Python,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
314,Metadata for Python Software Packages 1.1,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
315,Enhanced While Loop,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
313,Adding Roman Numeral Literals to Python,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
312,Simple Implicit Lambda,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
311,Simplified Global Interpreter Lock Acquisition for Extensions,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
310,Reliable Acquisition/Release Pairs,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
309,Partial Function Application,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
308,Conditional Expressions,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
307,Extensions to the pickle protocol,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
306,How to Change Python’s Grammar,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
305,CSV File API,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
304,Controlling Generation of Bytecode Files,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
301,Package Index and Metadata for Distutils,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
303,Extend divmod() for Multiple Divisors,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
302,New Import Hooks,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
299,Special __main__() function in modules,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
298,The Locked Buffer Interface,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
297,Support for System Upgrades,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
295,Interpretation of multiline string constants,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
296,Adding a bytes Object Type,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
294,Type Names in the types Module,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
293,Codec Error Handling Callbacks,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
291,Backward Compatibility for the Python 2 Standard Library,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
292,Simpler String Substitutions,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
290,Code Migration and Modernization,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
289,Generator Expressions,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
287,reStructuredText Docstring Format,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
288,Generators Attributes and Exceptions,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
284,Integer for-loops,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
285,Adding a bool type,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
286,Enhanced Argument Tuples,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
282,A Logging System,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
283,Python 2.3 Release Schedule,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
281,Loop Counter Iteration with range and xrange,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
280,Optimizing access to globals,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
279,The enumerate() built-in function,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
277,Unicode file name support for Windows NT,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
278,Universal Newline Support,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
274,Dict Comprehensions,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
275,Switching on Multiple Values,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
276,Simple Iterator for ints,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
271,Prefixing sys.path by command line option,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
272,API for Block Encryption Algorithms v1.0,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
273,Import Modules from Zip Archives,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
270,uniq method for list objects,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
269,Pgen Module for Python,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
267,Optimized Access to Module Namespaces,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
268,Extended HTTP functionality and WebDAV,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
266,Optimizing Global Variable/Attribute Access,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
265,Sorting Dictionaries by Value,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
264,Future statements in simulated shells,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
262,A Database of Installed Python Packages,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
261,Support for “wide” Unicode characters,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
260,Simplify xrange(),"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
263,Defining Python Source Code Encodings,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
258,Docutils Design Specification,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
259,Omit printing newline after newline,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
254,Making Classes Look More Like Types,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
255,Simple Generators,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
256,Docstring Processing System Framework,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
237,Unifying Long Integers and Integers,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
238,Changing the Division Operator,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
257,Docstring Conventions,"<dt class=""field-odd"">Status<span class=""colon"">:</span></dt>"
236,Back to the __future__,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
234,Iterators,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
235,Import on Case-Insensitive Platforms,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
232,Function Attributes,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
233,Python Online Help,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
230,Warning Framework,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
231,__findattr__(),"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
227,Statically Nested Scopes,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
228,Reworking Python’s Numeric Model,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
229,Using Distutils to Build Python,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
225,Elementwise/Objectwise Operators,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
226,Python 2.1 Release Schedule,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
222,Web Library Enhancements,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
223,Change the Meaning of ,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
224,Attribute Docstrings,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
221,Import As,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
219,Stackless Python,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
220,"Coroutines, Generators, Continuations","<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
218,Adding a Built-In Set Object Type,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
217,Display Hook for Interactive Use,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
214,Extended Print Statement,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
216,Docstring Format,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
215,String Interpolation,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
210,Decoupling the Interpreter Loop,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
211,Adding A New Outer Product Operator,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
213,Attribute Access Handlers,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
212,Loop Counter Iteration,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
209,Multi-dimensional Arrays,"<dt class=""field-even"">Status<span class=""colon"">:</span></dt>"
